uid,age
6076865,64
6077373,39
6078101,40
6078129,40
6078278,49
6078881,38
6079001,39
6079187,59
6079902,38
6081350,37
6081873,53
6082020,71
6082151,48
6082219,51
6083691,54
6083696,46
6085315,51
6093113,47
6096282,37
6097862,34
6098555,35
6100191,53
6100817,51
6102329,47
6102806,50
6103355,48
6106672,46
6107865,48
6108800,28
6109278,41
6109502,46
6109930,38
6110028,42
6110037,44
6110299,42
6111270,56
6112319,60
6113228,52
6113525,45
6113633,43
6116252,54
6117652,43
6117909,43
6117995,34
6118773,41
6118863,44
6120379,47
6120833,40
6120856,45
6121733,40
6123182,52
6126373,59
6127160,46
6128119,47
6128736,46
6129096,34
6129361,53
6131822,41
6133208,44
6133370,58
6136110,45
6136732,40
6137501,46
6139275,59
6150312,26
6150772,38
6151208,53
6151816,49
6151979,46
6152185,48
6152919,60
6156361,41
6156587,53
6156785,39
6157081,37
6158292,38
6158891,43
6159831,37
6159886,45
6160708,41
6161022,42
6161509,47
6161761,61
6162657,40
6163197,39
6166509,44
6167193,39
6169551,36
6169975,34
6170757,39
6170905,57
6171026,39
6171783,49
6171990,49
6173637,42
6173731,50
6175121,50
6175135,43
6175919,46
6176201,39
6177070,53
6177511,45
6177890,43
6178510,42
6178961,48
6181138,42
6183703,49
6185558,42
6186863,60
6187088,41
6188370,36
6193630,48
6193770,35
6196335,51
6198612,44
6199328,39
6199751,43
6199783,69
6200109,58
6200609,43
6202323,38
6202891,49
6203287,54
6205113,50
6205262,50
6207387,47
6208061,39
6208692,49
6211913,50
6212039,49
6212228,42
6213515,42
6215086,42
6216193,45
6218326,42
6219979,44
6220170,58
6221633,44
6222303,45
6222975,39
6223172,45
6223712,48
6226115,41
6226291,58
6226386,73
6226921,44
6226985,54
6227065,35
6227529,62
6227605,48
6227623,49
6228672,31
6228703,40
6229851,58
6231218,39
6231795,39
6232230,39
6232609,47
6232708,38
6232861,41
6232898,49
6235868,38
6235962,47
6236295,44
6236565,32
6238121,37
6238630,53
6238860,46
6239751,30
6250159,52
6250573,52
6250631,34
6258827,43
6259678,47
6259966,39
6261201,39
6262683,35
6262908,38
6263281,42
6263902,46
6266567,71
6267368,44
6267935,38
6269096,73
6269208,65
6270076,46
6270909,51
6271769,45
6272335,51
6273217,45
6273618,40
6273933,42
6275733,50
6276133,37
6276273,41
6278267,57
6278631,47
6279207,47
6279293,39
6281015,48
6281731,67
6281907,49
6282203,38
6282316,35
6286687,39
6287087,37
6287276,59
6288185,51
6288298,37
6290088,35
6290565,39
6291627,48
6292167,48
6292711,35
6293139,42
6293819,48
6295808,49
6296217,42
6297838,42
6298260,48
6299598,50
6299665,38
6300081,43
6301963,41
6302223,47
6302953,42
6303051,46
6303989,53
6305897,43
6306189,36
6306337,41
6306396,48
6308038,64
6308123,50
6308231,62
6308303,48
6309087,50
6309226,45
6310256,46
6310503,56
6310580,49
6311363,56
6311575,43
6312669,53
6312952,49
6313997,35
6316007,42
6316390,46
6316593,50
6317006,47
6317178,61
6318302,48
6319950,48
6328937,47
6329279,45
6330515,48
6330826,42
6331555,37
6332081,54
6333067,43
6333788,48
6336375,49
6339282,39
6352098,39
6352606,37
6353169,50
6353687,41
6355225,48
6355289,48
6355518,42
6355572,37
6355969,40
6356215,43
6356387,39
6357025,40
6358051,46
6358105,47
6358678,59
6358957,40
6359159,43
6360981,34
6361575,42
6361967,48
6362989,47
6363168,46
6363177,41
6363361,43
6365292,38
6365733,38
6365913,46
6365986,44
6366322,51
6366557,40
6366705,21
6366796,43
6366926,60
6367196,44
6368000,32
6371196,38
6372082,43
6372956,38
6375039,42
6375278,46
6376321,43
6376353,38
6376731,52
6377799,37
6378793,38
6378897,39
6379396,48
6380763,53
6381280,51
6381537,46
6381668,43
6381893,45
6382815,40
6383076,39
6383936,31
6385100,58
6385777,41
6386168,54
6387397,49
6387685,53
6388107,47
6388599,59
6388698,43
6388850,58
6388887,52
6389025,58
6389228,61
6391739,47
6392229,56
6395352,44
6396806,48
6398999,46
6500980,36
6501213,59
6502055,48
6507005,41
6507901,43
6508559,34
6509099,59
6510270,38
6510536,37
6510987,41
6511869,60
6512007,48
6512651,38
6516995,38
6517926,41
6518592,38
6518713,52
6518722,53
6519127,41
6519361,37
6519578,45
6519609,47
6521598,34
6521778,42
6522812,43
6522961,31
6523988,39
6525215,47
6525783,46
6526025,57
6526219,45
6526615,49
6527295,51
6527367,57
6528906,44
6531083,45
6531353,50
6532127,41
6533135,56
6533725,47
6535228,45
6535525,39
6535881,33
6539936,42
6550555,44
6551658,42
6551716,39
6552882,47
6552913,40
6553278,40
6553322,49
6555762,37
6556036,30
6556635,47
6557283,47
6557602,53
6558250,54
6558381,42
6558688,44
6558778,44
6559600,47
6559911,37
6560158,38
6560932,54
6561869,22
6561963,37
6562075,40
6563858,39
6565018,49
6566670,50
6570977,62
6571697,55
6572303,79
6573618,54
6573889,48
6575788,46
6576133,58
6576331,47
6578082,54
6578285,48
6578393,51
6578519,49
6578668,37
6578915,41
6579167,40
6579207,51
6580723,49
6582212,50
6582262,41
6583112,51
6583635,41
6586966,38
6590105,35
6592130,46
6595033,51
6596852,59
6597013,42
6597103,48
6597158,40
6597568,44
6597928,49
6598666,47
6599651,54
6599962,41
6600059,30
6600351,43
6602016,52
6602291,37
6603119,53
6603218,44
6605068,49
6606378,60
6616822,46
6618712,36
6622122,57
6622285,49
6623883,44
6625101,42
6626001,40
6626506,36
6626579,39
6627037,32
6627307,45
6628595,39
6629139,46
6630718,48
6630781,44
6630795,50
6632699,47
6632888,60
6632937,50
6635006,51
6637027,46
6637707,24
6638738,48
6639232,38
6639372,42
6639980,59
6650761,37
6650937,42
6651008,38
6652688,41
6652863,53
6655897,53
6658696,46
6660666,38
6660670,38
6661697,34
6661723,44
6663267,38
6663735,44
6663785,52
6665873,48
6666188,48
6672226,37
6672609,41
6672910,42
6673289,75
6673865,39
6677393,34
6678923,61
6679670,46
6680768,40
6683206,56
6683657,57
6687856,32
6689232,41
6691388,50
6691928,53
6692882,64
6695708,72
6696725,55
6697166,39
6697210,38
6699173,33
6699290,34
6700891,45
6701610,45
6701651,52
6701877,49
6705305,51
6705369,45
6706039,40
6706106,37
6707376,54
6708019,48
6708221,51
6708802,51
6709621,46
6710386,41
6711182,48
6712339,43
6712393,47
6712519,53
6712807,38
6715773,54
6717050,33
6719576,36
6723788,51
6723896,36
6727293,55
6727360,60
6727900,45
6728530,43
6728698,49
6732062,38
6732102,37
6733313,61
6737355,54
6737670,39
6738106,41
6739515,42
6752637,53
6752821,46
6752970,37
6753550,47
6753906,47
6757295,40
6757321,46
6758299,66
6758780,41
6759306,41
6759577,49
6759595,50
6761768,55
6762109,49
6762767,49
6762965,55
6763275,62
6763932,35
6766182,54
6766533,42
6767267,46
6770330,35
6770673,42
6772518,59
6772711,36
6777153,42
6780762,46
6781702,52
6782585,35
6782788,43
6783020,41
6785609,34
6785852,38
6785929,36
6786621,43
6788151,53
6788160,66
6788232,64
6788287,48
6789119,35
6789236,23
6791887,53
6792138,44
6792368,48
6792782,39
6795130,40
6795522,43
6795801,46
6797331,53
6798123,44
6798803,51
6799780,29
6799816,46
6799992,41
6800052,44
6801272,46
6802159,30
6802177,40
6803612,38
6805313,56
6805679,38
6805705,55
6805782,34
6805976,44
6808595,53
6808856,45
6809120,42
6811668,40
6812612,49
6813152,67
6815051,52
6815858,37
6817103,46
6817202,62
6818157,49
6818611,55
6818661,41
6820807,55
6820875,33
6821595,44
6822963,46
6823089,55
6823188,55
6824790,38
6825712,43
6827012,44
6829506,41
6829790,42
6831959,47
6832589,46
6833529,39
6833727,35
6835126,40
6835987,43
6851119,46
6853513,50
6855282,44
6855395,61
6855502,70
6856079,58
6857500,60
6857767,43
6857807,41
6858031,62
6858397,44
6858522,51
6859170,57
6859657,38
6861780,41
6862333,60
6862630,50
6865722,44
6865899,47
6866528,66
6866695,46
6867077,41
6868869,44
6871293,43
6880513,47
6880527,37
6881210,45
6883317,41
6883655,41
6888588,35
6888862,40
6889190,44
6890689,54
6890909,40
6890936,38
6891395,34
6892790,43
6893627,53
6895058,46
6896219,48
6896827,48
6896868,43
6897321,50
6897691,44
6898037,46
6898505,45
6898695,48
6898767,54
6899068,54
6901663,44
6901893,49
6902518,55
6905317,40
6905830,38
6906505,38
6906933,34
6907289,42
6907310,62
6907590,55
6907621,42
6907716,73
6908265,53
6908332,40
6910721,51
6910956,42
6913106,54
6915168,49
6915221,38
6916518,48
6916798,47
6917161,51
6918133,49
6918282,36
6919399,42
6919597,46
6920397,66
6925239,68
6925586,37
6926229,54
6927228,60
6928182,46
6929762,52
6930792,48
6931089,54
6933131,53
6933221,46
6933636,43
6933893,46
6933979,44
6935666,43
6936098,36
6936511,45
6936787,38
6937592,48
6937902,50
6937916,44
6939027,54
6939829,45
6950010,61
6952351,48
6953116,49
6955920,41
6955925,50
6957699,48
6959101,41
6959273,48
6959700,42
6960226,44
6961388,48
6962558,41
6963133,66
6963228,41
6963629,41
6965609,43
6966022,44
6966793,47
6967116,51
6967238,65
6967972,53
6967995,52
6968223,40
6968228,53
6968232,39
6969191,48
6969533,44
6970676,37
6970860,45
6971391,53
6972156,41
6972872,67
6972917,42
6973155,46
6973376,52
6973501,45
6973619,62
6978691,58
6979050,40
6979069,45
6979091,43
6979339,45
6980111,32
6981016,42
6981269,37
6981525,43
6982556,48
6982650,38
6983393,44
6986570,37
6987097,63
6991696,45
6993211,70
6993509,40
6993801,29
6997159,42
6997893,39
6999873,47
7001067,59
7003623,46
7005202,39
7005892,36
7006882,56
7007089,44
7007359,43
7008592,38
7011250,39
7011552,38
7013307,64
7015666,77
7016057,55
7016633,46
7016886,52
7017970,48
7018122,50
7018267,55
7019801,60
7020025,52
7020930,44
7021380,19
7022762,49
7025250,47
7026295,46
7026718,48
7027807,38
7028617,41
7029099,46
7029102,38
7029576,43
7030060,40
7030286,32
7032059,50
7032126,36
7032775,60
7032978,38
7033206,42
7033779,51
7035033,39
7035880,38
7037207,43
7039999,43
7050108,36
7050388,36
7052606,37
7053592,45
7055207,29
7055725,48
7055973,51
7056779,55
7057719,36
7058920,54
7059203,41
7060111,62
7061309,40
7061561,37
7062718,34
7063186,42
7066331,52
7066660,34
7066822,61
7067065,41
7067321,44
7067385,58
7068019,36
7068050,44
7068735,48
7069121,46
7069167,64
7069671,39
7069928,65
7070886,45
7070895,50
7072212,47
7072280,37
7076358,37
7077267,45
7079850,51
7079887,52
7080326,30
7081258,42
7081929,43
7082068,42
7086825,43
7087379,38
7087383,54
7087518,48
7087522,58
7088161,40
7090186,48
7090721,31
7091022,59
7092625,46
7092850,39
7095591,44
7096383,48
7097035,38
7098016,39
7099169,38
7099583,54
7100125,37
7100265,46
7101359,46
7101575,54
7101589,43
7101700,43
7102673,42
7103861,34
7106309,36
7106665,42
7106921,50
7107655,40
7109888,35
7110683,44
7111231,38
7111308,53
7112339,48
7117276,31
7118081,48
7119918,32
7120187,44
7121825,38
7121898,42
7122388,45
7123206,37
7125222,48
7126933,33
7127199,34
7127220,35
7127608,22
7127879,48
7129232,49
7129719,59
7130168,36
7131775,49
7132652,47
7133629,44
7135069,53
7136293,45
7136752,41
7138160,53
7138660,53
7150256,49
7150599,55
7156593,47
7157592,44
7160093,39
7162096,44
7162370,53
7162591,37
7162686,36
7162708,39
7163752,39
7165331,52
7167163,51
7167875,57
7168270,58
7169756,40
7170001,41
7170236,40
7171181,44
7171258,40
7171398,54
7172329,41
7172563,43
7173030,41
7173125,53
7173792,33
7173800,54
7173927,49
7175213,47
7176811,38
7178508,67
7178819,20
7180019,53
7180325,44
7180375,43
7180573,47
7180695,28
7181135,45
7181365,55
7183615,47
7188557,43
7188868,58
7189286,38
7189768,61
7189899,52
7190180,50
7190658,39
7190897,50
7191959,55
7192331,24
7192723,35
7193010,35
7196602,48
7199636,53
7199785,44
7199997,48
7200598,44
7200705,49
7202118,39
7203135,50
7203158,34
7203815,47
7205773,35
7205926,39
7206380,39
7207582,44
7212752,48
7220118,49
7220578,47
7220780,33
7220960,46
7223070,66
7226955,38
7226996,52
7227107,52
7231067,48
7232322,64
7235081,57
7235289,58
7235928,62
7236062,52
7236558,50
7237160,36
7237566,48
7238015,62
7238088,39
7239852,49
7239929,46
7250016,41
7250250,45
7250881,42
7251105,44
7251501,45
7251560,37
7253275,40
7255016,47
7255133,45
7257799,42
7258572,33
7259576,46
7260326,47
7263788,43
7263995,45
7266163,39
7266889,52
7267608,53
7269070,55
7269999,76
7273796,39
7279231,37
7279259,49
7281503,49
7281599,43
7281959,52
7282516,54
7282520,45
7283286,43
7287160,48
7287958,39
7288182,52
7288358,37
7289177,37
7290071,46
7290936,39
7291953,33
7292178,42
7292182,52
7293000,55
7293073,61
7293186,53
7293555,46
7297605,51
7297623,45
7298677,48
7298802,36
7301582,38
7301668,46
7303193,36
7305902,39
7306816,60
7307725,51
7307969,68
7307987,48
7308161,51
7308175,58
7308198,36
7308756,37
7309192,48
7309282,51
7309322,67
7309660,32
7310131,51
7310136,46
7310311,39
7311103,41
7311360,43
7311388,58
7312837,49
7313250,41
7313282,44
7313368,62
7315118,47
7316653,32
7317508,50
7319966,42
7320388,36
7321319,45
7323687,48
7325365,60
7326931,42
7327197,42
7327575,47
7327926,46
7330166,53
7330576,52
7331327,32
7332051,39
7332682,47
7332763,44
7333195,47
7335193,38
7335756,34
7337006,48
7337169,64
7337173,43
7337376,45
7338078,46
7339207,68
7339383,52
7339653,63
7350330,42
7352081,58
7352239,59
7353099,45
7355033,47
7355051,54
7355777,44
7357167,37
7357379,43
7357860,43
7359908,40
7360528,51
7361586,45
7362260,54
7363016,37
7366261,47
7366513,59
7370725,46
7370775,48
7371373,48
7371891,51
7371896,48
7372539,46
7373268,32
7373362,43
7375072,43
7375301,41
7375518,55
7375676,40
7376661,53
7378682,53
7379681,41
7379929,42
7380387,52
7381511,49
7382033,47
7382669,47
7383037,49
7383582,43
7386381,51
7386575,40
7386773,57
7386962,38
7386999,39
7388168,37
7388988,42
7389009,40
7389121,49
7389676,53
7390255,39
7397023,32
7397316,45
7397366,42
7397735,43
7398022,51
7398658,44
7398991,53
7399576,43
7399602,44
7500310,38
7500900,47
7502665,44
7502935,58
7505095,47
7506283,50
7506332,61
7506715,36
7506909,47
7507363,45
7507598,45
7507791,49
7508083,34
7508303,61
7508308,63
7509898,51
7510215,44
7510733,65
7513951,53
7519621,44
7519752,40
7520331,33
7521326,38
7521628,42
7522866,39
7523167,38
7525237,47
7525822,47
7526213,55
7527023,53
7528888,47
7528932,54
7528955,48
7531609,48
7531839,41
7532991,37
7535187,39
7535790,39
7536122,46
7536627,51
7536901,37
7537766,40
7538503,41
7538580,59
7539656,35
7539967,39
7550239,58
7550856,55
7551765,52
7552002,52
7553533,57
7555009,55
7555081,49
7555225,58
7555770,62
7555996,52
7556666,43
7556765,32
7556873,46
7556922,43
7557796,49
7557868,41
7558308,44
7559587,60
7559811,32
7560085,35
7561039,46
7561075,32
7563000,38
7563915,48
7567353,38
7568078,59
7571088,45
7571227,54
7571830,59
7572005,39
7572136,45
7575255,41
7577203,57
7580600,31
7580821,52
7580902,42
7581087,49
7581217,58
7581799,44
7581956,46
7582013,47
7582563,41
7585632,49
7586320,39
7586811,37
7587081,41
7587383,45
7587856,53
7589615,51
7590262,51
7590825,42
7592661,38
7596626,46
7598958,39
7599966,71
7601192,52
7602335,44
7602678,46
7602709,45
7602759,43
7602772,47
7606129,42
7607781,41
7608253,61
7608717,46
7609261,47
7609306,45
7609577,43
7609707,43
0760moon0,46
7611312,54
7611876,45
7612019,59
7612023,45
7612717,39
7612901,51
7613081,28
7615336,40
7615692,38
7616137,38
7617221,47
7617528,39
7618103,40
7618112,44
7620885,38
7622937,45
7625709,61
7625970,34
7626127,48
7626807,44
7627293,35
7627900,37
7628332,54
7631716,42
7633633,39
7633827,49
7635285,29
7636275,46
7637003,35
7637535,40
7637959,51
7638002,70
7638633,42
7638697,48
7638700,49
7638778,53
7638930,37
7650099,48
7651836,54
7652051,53
7655602,38
7656665,47
7657588,43
7658096,74
7658370,44
7659063,44
7665287,49
7665313,43
7667050,47
7669526,46
7669823,53
7671258,64
7671712,44
7672022,64
7673387,42
7673571,38
7673918,48
7675579,48
7676532,35
7676703,35
7677081,61
7677275,42
7677333,42
7678125,48
7679291,39
7679953,34
7682170,42
7682918,40
7683098,43
7685000,49
7685622,51
7686888,33
7688836,56
7688930,40
7689268,40
7691251,53
7691666,42
7692011,40
7692633,51
7692903,53
7693006,43
7693187,65
7693812,40
7695013,50
7696021,49
7697093,47
7697110,41
7697296,52
7697665,44
7699811,37
7701335,54
7701583,38
7701795,53
7701957,51
7702316,47
7702375,53
7703770,41
7705179,48
7705318,57
7705359,46
7706100,47
7706105,43
7708789,52
7709562,42
7709661,44
7710272,45
7713378,39
7719999,45
7720253,36
7720668,75
7721513,45
7725523,57
7726379,55
7726680,47
7727099,45
7727116,39
7727238,44
7728552,56
7728953,52
7729777,62
7729871,52
7731521,54
7731981,49
7732192,63
7735720,41
7736026,62
7737106,48
7738137,42
7739019,45
7739226,45
7739532,22
7750106,44
7751150,36
7751998,65
7752609,46
7752799,49
7755985,25
7756128,48
7756713,48
7756826,46
7757069,53
7758239,51
7758635,48
7758716,64
7758752,34
7759616,41
7760583,42
7762338,52
7762793,60
7766073,51
7766802,48
7772751,38
7777387,63
7779001,42
7779533,44
7780338,48
7781161,44
7781292,59
7781800,43
7781981,41
7783010,39
7783097,48
7783222,52
7783330,40
7783795,45
7783808,62
7786003,45
7786251,60
7787232,63
7787237,54
7787971,44
7788899,37
7789555,48
7789726,49
7789816,47
7790305,52
7790396,45
7791719,48
7791723,47
7792038,62
7792169,43
7792277,45
7792353,43
7792399,53
7793811,45
7795233,48
7795391,45
7796020,45
7796318,45
7797583,44
7798159,43
7798262,53
7798537,41
7798672,50
7799135,48
7799897,40
7799950,47
7801280,44
7801988,58
7802590,54
7802905,54
7805033,44
7805231,36
7805371,37
7805556,47
7805858,59
7806398,46
7806505,45
7811036,46
7811932,57
7815555,44
7816086,38
7816653,61
7821111,49
7821238,34
7822327,45
7823722,34
78251584,27
7827732,45
7828281,44
7828691,49
7829235,38
7829307,44
7830030,43
7830909,49
7831381,48
7833028,44
7833078,39
7833929,60
7835602,38
7835927,46
7836381,53
7836782,38
7836791,52
7836836,41
7839897,64
7850196,50
7850763,51
7851690,48
7851988,53
7851992,50
7852996,41
7853517,48
7853706,59
7853968,39
7855916,65
7855966,55
7857888,51
7858599,55
7858788,37
7859372,54
7861199,44
7861879,46
7862788,41
7866031,36
7867233,44
7867391,46
7869321,40
7870937,44
7873155,34
7873367,42
7873399,48
7875158,46
7876021,72
7876607,41
7877066,40
7878619,45
7879226,41
7879258,30
7879839,44
7880526,46
7880823,34
7882605,53
7882777,53
7883069,49
7886688,46
7886813,48
7887015,53
7887097,48
7887583,51
7890615,45
7891353,50
7891727,60
7895958,50
7895999,53
7896899,51
7898888,37
7899300,37
7902233,48
7902639,49
7906117,52
7907373,43
7907661,50
7908791,59
7909998,33
7910126,44
7911215,52
7911675,46
7917692,38
7918155,46
7918817,40
7920058,36
7920319,47
7920512,40
7921115,38
7922056,39
7922088,34
7922623,50
7922790,44
7923785,49
7923988,61
7925026,50
7926728,54
7928537,42
7929789,55
7930197,42
7935782,40
7935822,40
7936709,53
7936916,72
7936998,46
7937681,54
7937956,32
7952887,59
7953129,59
7953809,48
7957323,36
7959001,59
7960568,45
7960798,36
7961193,54
7962732,36
7965103,48
7965897,26
7967066,41
7967638,42
7968119,44
7971331,54
7971629,44
7977065,54
7977281,60
7977506,45
7978370,53
7985188,36
7987122,42
7987519,45
7988888,35
7990100,79
7990295,60
7990876,43
7991023,58
7991703,48
7991758,51
7993503,59
7995326,29
7999250,46
7999700,55
7999755,47
8000035,40
8000323,46
8000553,58
80006207140,41
8000698,41
8001129,50
8001593,66
8001651,52
8002010,48
8002128,46
8002358,53
8003230,49
8003302,58
8003636,50
8003677,43
8003898,39
8005053,54
8006101,43
8007010,52
8008528,47
8009077,59
8009801,62
8010061,43
8011182,60
8011272,44
8011399,42
8011998,52
8015002,59
8015070,59
8015165,68
8015372,44
8015557,43
8015863,45
8015999,46
8016650,45
8016673,43
8017573,42
8017587,50
8017703,53
8018018,39
8018676,46
8018685,43
8019562,53
8019689,39
8019706,50
8019733,54
8019832,48
8021023,54
8021073,45
8021758,45
8022739,51
8027333,53
8027563,44
8027667,51
8028666,47
8029098,41
8030839,36
8031167,43
8032305,39
8032733,43
8032977,64
8033011,48
8033039,53
8033336,46
8033570,54
8033638,41
8033723,27
8039105,44
8039556,49
8039952,45
8050611,46
8050710,37
8051188,38
8051250,44
8052100,53
8052330,46
8052353,42
8052637,46
8052902,53
8052925,44
8052957,42
8053659,47
8055995,50
8056075,44
8058316,49
8059379,40
8062190,52
8062226,54
8062753,43
8062956,43
8063658,51
8063739,53
8065999,47
8066371,39
8068063,54
8068072,38
8069701,40
8069715,49
8069963,47
8070808,42
8071190,53
8071866,59
8072266,45
8073611,44
8076825,51
8078616,58
8080212,36
8081338,41
8082508,46
8082887,48
8082977,58
8083183,38
8083688,41
8085320,57
8085500,42
8086018,52
8086068,70
8086081,41
8086608,65
8086770,69
8086888,55
8086991,48
8087797,69
8087878,41
8088381,48
8088908,50
8089056,37
8089123,61
8089510,37
8089993,52
8092296,78
8092903,41
8093515,34
8099375,41
8099519,42
8099578,44
8099587,66
8100525,43
8100863,41
8101510,47
8101731,52
8102537,38
8102596,46
8102785,43
8103838,44
8105665,45
8106998,37
8107118,38
81072,44
8107276,40
8107915,47
8108630,54
8108860,54
8116159,48
8116933,54
8117239,45
8117289,43
8117568,63
8117716,45
8117720,45
8117766,51
8117789,34
8118008,44
8118215,65
8118661,43
8119075,50
8119322,47
8119732,41
8121112,58
8122021,53
8122080,46
8122260,42
8122922,54
8123287,51
8123633,42
8123822,63
8125302,50
8160029,38
8190607,28
8199752,56
8222322,50
8225699,40
8227638,44
8227935,53
8230229,39
8231160,40
8238929,48
8239266,44
8239338,41
8239577,41
8251717,50
8253652,55
8255060,51
8255277,57
8255362,40
8255713,56
8257086,54
8257356,37
8257888,46
8259188,38
8259629,50
8260028,47
8260163,67
8261220,53
8262378,63
8262869,46
8263115,38
8265717,37
8266257,40
8266513,43
8266559,44
8268363,44
8269182,47
8269209,42
8270027,52
8270586,49
8270991,45
8271751,60
8272002,53
8272511,55
8272633,34
8272787,40
8273150,47
8273687,54
8275667,44
8276292,40
8277831,66
8280076,37
8281200,54
8281651,48
8282105,39
8282150,61
8283118,43
8283217,40
8285085,35
8288528,45
8289239,44
8289770,54
8290075,45
8292271,48
8292505,56
8292708,54
8292811,45
8292929,39
8292983,39
8293009,41
8293595,57
8293662,59
8293711,55
8295110,53
8295232,44
8297523,56
8298081,53
8299869,62
8300253,36
8300898,62
8301239,54
8301518,35
8301563,37
8308557,45
8308791,39
8309579,61
8311710,45
8311963,42
8313029,43
8313673,37
8313691,34
8315121,50
8315810,39
8320797,45
8326719,38
8327312,43
8328226,46
8328285,46
8328339,56
8329699,56
8330570,52
8330930,45
8331196,51
8332195,51
8332253,63
8332938,47
8333090,46
8333103,49
8333199,55
8335020,54
8337280,33
8337370,40
8337799,38
8337929,37
8337983,34
8339152,53
8339238,49
8339625,33
8350505,38
8350668,53
8351162,48
8351725,51
8352913,43
8352918,50
8357535,40
8358877,35
8362165,45
8362822,43
8362976,39
8365207,33
8365216,44
8365888,17
8365987,28
8366571,45
8366797,51
8367791,43
8368033,41
8368358,51
8368605,44
8368826,43
8371755,52
8372515,42
8373212,36
8373857,39
8375715,48
8376809,69
8377263,55
8377858,50
8378302,64
8378375,46
8379621,68
8380309,42
8380313,60
8380827,39
8381213,34
8382780,46
8382861,45
8386123,45
8386501,69
8387136,51
8387582,47
8388090,57
8388559,33
8389193,45
8390600,45
8390998,40
8391168,45
8392888,45
8393891,33
8393986,46
8395597,62
8395727,52
8396596,46
8396816,47
8397707,39
8398026,38
8398166,52
8398878,53
8500297,46
8507029,50
8507038,52
8507119,48
8507763,53
8508302,32
8508631,41
8508915,42
8509158,54
8509261,44
8509775,48
8510011,54
8510381,53
8511808,41
8512172,60
8513112,46
8513810,35
8516137,45
8516592,38
8517122,36
8518338,57
8518667,38
8518685,54
8518982,57
8520628,52
8520687,60
8520709,43
8520867,43
8521203,57
8522252,61
8522577,56
8522680,69
8522711,40
8522793,43
8525628,44
8525727,52
8526285,39
8526672,52
8527009,50
8527167,65
8527897,45
8528611,46
8529228,54
8529606,45
8529813,46
8529859,57
8529962,34
8530979,54
8531586,46
8531699,45
8531955,50
8532733,27
8533903,52
8535299,53
8535663,44
8536581,39
8537503,39
8537599,28
8537918,42
8538011,36
8538309,40
8538827,44
8538886,46
8539970,45
8550035,44
8556296,38
8556390,52
8557088,44
8559126,56
8561362,53
8562519,39
8562618,45
8562681,45
8563333,42
8565552,45
8565809,45
8565863,48
8565908,50
8566565,51
8566961,54
8567000,67
8567500,47
8568036,48
8568383,35
8569102,39
8569968,52
8570100,37
8570538,39
8571631,26
8571901,45
8572928,52
8572932,46
8573012,42
8577176,55
8577833,38
8579278,59
8579296,57
8579511,43
8579679,41
8579791,40
8582116,43
8582350,45
8582585,40
8582887,47
8585375,49
8585393,69
8586108,57
8586612,43
8587111,45
8588179,40
8588192,37
8588273,34
8588881,37
8591030,39
8591963,40
8592859,48
8599839,58
8599889,53
8600039,53
8600688,47
8600723,50
8601277,31
8601808,51
8602069,49
8602811,47
8603022,46
8605016,31
8605322,46
8605606,45
8606092,44
8609229,39
8611370,43
8612658,45
8612860,42
8615867,39
8616339,51
8616956,44
8618701,39
8620316,40
8620983,43
8621130,48
8621167,41
8621892,37
8622733,41
8622756,41
8623552,47
8623868,31
8625019,56
8625226,65
8625690,34
8626536,44
8626761,43
8626815,42
8627283,43
8628313,43
8628372,48
8628926,62
8629088,49
8629119,52
8629303,51
8631067,47
8633231,46
8633600,35
8633605,46
8633709,55
8635725,36
8636099,56
8637106,57
8638100,60
8639000,34
8639168,36
8639230,27
8650205,49
8651353,47
8652032,48
8655863,62
8657636,47
8659085,47
8659251,39
8659396,49
8660538,45
8661537,38
8662801,41
8663233,53
8663526,56
8663733,66
8665858,51
8667301,45
8667897,46
8668323,56
8668936,54
8670096,55
8671176,45
8671310,46
8671865,47
8671991,36
8676211,42
8676293,36
8679178,37
8679920,42
8680167,45
8680617,45
8681292,73
8681585,46
8681738,56
8682237,48
8683079,28
8683178,43
8683687,47
8683993,32
8687601,49
8688768,46
8689217,38
8691638,48
8692128,40
8692966,48
8692993,38
8693019,41
8693302,36
8693550,55
8693659,51
8693992,41
8695639,45
8695698,68
8695751,50
8695823,40
8696390,41
8696651,36
8696697,74
8696985,45
8697605,49
8701208,35
8702810,51
8706870,34
8706901,34
8707112,48
8707563,36
8708107,45
8708706,32
8709188,44
8711018,41
8711789,46
8711928,46
8712003,38
8712210,44
8713223,47
8713976,55
8715122,41
8715127,34
8715131,33
8715659,33
8715889,53
8716757,61
8716996,47
8717157,44
8717689,59
8718179,55
8719088,67
8719321,54
8720018,42
8720027,48
8721030,40
8721161,52
8721995,66
8722692,47
8722877,48
8723637,58
8725982,44
8726003,77
8726670,43
8728119,40
8728128,59
8728795,48
8729186,41
8732268,37
8732295,61
8732655,38
8732713,34
8733122,46
8736278,45
8736363,41
8736705,56
8736908,71
8737920,37
8737966,50
8737989,42
8738339,48
8738866,53
8739310,63
8739900,46
8739919,54
8750191,42
8750696,58
8750899,50
8750989,51
8751109,42
8751857,57
8752766,46
8752982,53
8757856,52
8759188,47
8760087,36
8760181,54
8763183,38
8765938,55
8766009,38
8767157,55
8767170,45
8767698,40
8769308,45
8769736,54
8769759,60
8770603,55
8772598,43
8772953,56
